,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
22155,33,technician,married,tertiary,no,15,no,no,cellular,21,aug,97,2,-1,0,unknown,no
22157,31,management,single,tertiary,no,0,no,no,cellular,21,aug,243,2,-1,0,unknown,no
22162,34,technician,married,secondary,no,-255,yes,no,cellular,21,aug,179,2,-1,0,unknown,no
22178,48,self-employed,married,secondary,no,91,no,no,cellular,21,aug,136,8,-1,0,unknown,no
22180,30,management,married,tertiary,no,562,no,no,cellular,21,aug,137,4,-1,0,unknown,no
22184,32,management,single,tertiary,no,46,no,no,cellular,21,aug,788,6,-1,0,unknown,yes
22187,50,blue-collar,married,primary,no,533,no,no,cellular,21,aug,212,4,-1,0,unknown,no
22191,31,technician,single,tertiary,no,176,no,no,cellular,21,aug,241,4,-1,0,unknown,no
22196,31,technician,single,secondary,no,506,no,no,cellular,21,aug,43,4,-1,0,unknown,no
22199,37,management,married,secondary,no,31,no,no,cellular,21,aug,119,4,-1,0,unknown,no
22200,45,blue-collar,married,secondary,no,1179,no,no,cellular,21,aug,172,6,-1,0,unknown,no
22203,31,technician,single,tertiary,no,110,no,no,cellular,21,aug,238,4,-1,0,unknown,no
22214,32,housemaid,married,secondary,no,0,no,no,cellular,21,aug,435,2,-1,0,unknown,no
22216,60,services,married,secondary,no,1446,no,no,cellular,21,aug,283,6,-1,0,unknown,no
22217,52,services,married,secondary,no,0,no,no,cellular,21,aug,202,4,-1,0,unknown,no
22225,31,technician,single,tertiary,no,424,no,no,cellular,21,aug,93,2,-1,0,unknown,no
22228,57,admin.,married,unknown,no,1401,no,no,cellular,21,aug,91,22,-1,0,unknown,no
22242,34,management,single,tertiary,no,0,no,no,cellular,21,aug,129,4,-1,0,unknown,no
22246,30,management,married,tertiary,no,151,no,no,cellular,21,aug,121,1,-1,0,unknown,no
22249,43,management,married,tertiary,no,0,no,no,cellular,21,aug,127,3,-1,0,unknown,no
22250,30,management,single,tertiary,no,55,no,no,cellular,21,aug,132,1,-1,0,unknown,no
22252,37,management,married,secondary,no,510,yes,no,cellular,21,aug,154,6,-1,0,unknown,no
22255,55,blue-collar,married,secondary,no,196,no,no,cellular,21,aug,81,1,-1,0,unknown,yes
22258,49,technician,divorced,secondary,no,57,no,no,cellular,21,aug,396,3,-1,0,unknown,no
22267,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,yes
22269,31,management,married,tertiary,no,351,no,no,cellular,21,aug,165,3,-1,0,unknown,no
22273,55,blue-collar,married,secondary,no,644,no,no,cellular,21,aug,42,3,-1,0,unknown,no
22274,39,management,married,tertiary,no,1363,no,no,cellular,21,aug,294,3,-1,0,unknown,no
22277,33,management,single,tertiary,no,206,no,no,cellular,21,aug,231,3,-1,0,unknown,no
22283,47,technician,married,secondary,no,11,no,no,cellular,21,aug,184,3,-1,0,unknown,no
22286,32,technician,married,secondary,no,0,no,no,cellular,21,aug,120,3,-1,0,unknown,no
22294,36,technician,single,secondary,no,0,no,no,cellular,21,aug,42,1,-1,0,unknown,no
22295,30,technician,single,tertiary,no,69,no,no,cellular,21,aug,300,1,-1,0,unknown,no
22296,54,management,married,tertiary,no,1090,no,no,cellular,21,aug,160,7,-1,0,unknown,no
22302,53,blue-collar,married,primary,no,0,no,no,cellular,21,aug,195,1,-1,0,unknown,no
22306,55,blue-collar,married,primary,no,2384,no,yes,telephone,21,aug,331,20,-1,0,unknown,no
22308,35,management,single,tertiary,no,-146,yes,no,cellular,21,aug,269,1,-1,0,unknown,no
22314,55,management,married,tertiary,no,0,no,no,cellular,22,aug,64,2,-1,0,unknown,no
22325,31,technician,married,tertiary,no,22,no,no,cellular,22,aug,122,5,-1,0,unknown,no
22328,34,technician,married,secondary,no,260,yes,no,cellular,22,aug,142,2,-1,0,unknown,no
22333,32,technician,single,secondary,no,-420,no,no,cellular,22,aug,586,2,-1,0,unknown,no
22334,31,technician,divorced,tertiary,no,0,no,no,cellular,22,aug,127,2,-1,0,unknown,no
22335,52,management,married,tertiary,no,1227,no,no,cellular,22,aug,1123,4,-1,0,unknown,yes
22340,30,technician,married,secondary,no,398,yes,no,cellular,22,aug,111,2,-1,0,unknown,no
22346,42,management,married,secondary,no,580,no,no,cellular,22,aug,67,2,-1,0,unknown,no
22347,47,management,married,secondary,yes,0,no,yes,cellular,22,aug,644,9,-1,0,unknown,no
22348,49,technician,married,secondary,no,27,no,no,cellular,22,aug,57,2,-1,0,unknown,no
22352,31,self-employed,married,tertiary,no,94,no,no,cellular,22,aug,579,2,-1,0,unknown,yes
22354,41,technician,married,secondary,no,965,no,no,cellular,22,aug,336,10,-1,0,unknown,yes
22355,32,technician,married,secondary,no,14,no,no,cellular,22,aug,313,6,-1,0,unknown,no
22367,56,retired,married,secondary,no,415,no,no,cellular,22,aug,158,2,-1,0,unknown,no
22372,31,management,single,tertiary,no,1536,no,no,cellular,22,aug,234,2,-1,0,unknown,no
22373,52,management,married,secondary,no,189,no,no,cellular,22,aug,90,2,-1,0,unknown,no
22374,38,technician,single,secondary,no,0,no,no,cellular,22,aug,305,2,-1,0,unknown,no
22378,46,blue-collar,married,primary,no,225,no,no,cellular,22,aug,157,6,-1,0,unknown,no
22381,30,management,single,tertiary,no,347,no,no,cellular,22,aug,229,2,-1,0,unknown,no
22386,59,retired,married,unknown,no,575,no,no,cellular,22,aug,146,3,-1,0,unknown,no
22391,34,management,single,tertiary,no,478,yes,no,cellular,22,aug,73,2,-1,0,unknown,no
22392,31,technician,single,secondary,no,1,no,no,cellular,22,aug,107,2,-1,0,unknown,no
22404,33,management,married,tertiary,no,4570,no,no,cellular,22,aug,1258,2,-1,0,unknown,yes
22416,46,services,married,primary,no,599,no,no,cellular,22,aug,257,2,-1,0,unknown,no
22421,55,self-employed,married,secondary,no,100,no,no,cellular,22,aug,358,4,-1,0,unknown,no
22437,31,technician,single,secondary,no,125,no,no,cellular,22,aug,78,2,-1,0,unknown,no
22454,32,technician,single,secondary,no,0,no,no,cellular,22,aug,114,2,-1,0,unknown,no
22463,50,housemaid,married,secondary,no,195,no,no,cellular,22,aug,168,2,-1,0,unknown,no
22464,33,technician,single,secondary,no,80,no,no,cellular,22,aug,572,2,-1,0,unknown,no
22465,46,services,married,secondary,no,273,no,no,cellular,22,aug,565,2,-1,0,unknown,yes
22466,50,entrepreneur,married,secondary,no,7907,yes,yes,cellular,22,aug,363,2,-1,0,unknown,no
22469,49,management,single,tertiary,no,11,no,no,cellular,22,aug,251,2,-1,0,unknown,no
22471,36,management,single,secondary,no,1898,yes,no,cellular,22,aug,243,4,-1,0,unknown,no
22474,52,housemaid,married,primary,no,335,no,no,cellular,22,aug,217,5,-1,0,unknown,no
22477,33,management,single,tertiary,no,112,no,no,cellular,22,aug,112,4,-1,0,unknown,no
22480,35,management,single,tertiary,no,1496,yes,no,cellular,22,aug,73,4,-1,0,unknown,no
22490,30,management,married,tertiary,no,882,no,no,cellular,22,aug,102,6,-1,0,unknown,no
22491,30,technician,married,secondary,no,817,yes,no,cellular,22,aug,180,4,-1,0,unknown,no
22494,30,management,married,tertiary,no,696,no,no,cellular,22,aug,187,4,-1,0,unknown,no
22507,59,housemaid,married,primary,no,57,no,no,cellular,22,aug,212,11,-1,0,unknown,no
22509,31,management,single,tertiary,no,-201,yes,no,cellular,22,aug,81,4,-1,0,unknown,no
22510,36,technician,single,secondary,no,159,yes,no,cellular,22,aug,251,4,-1,0,unknown,no
22514,31,management,single,tertiary,no,47,no,no,cellular,22,aug,361,4,-1,0,unknown,no
22523,32,management,married,tertiary,no,4,no,no,cellular,22,aug,195,4,-1,0,unknown,no
22526,57,retired,married,primary,no,318,no,no,cellular,22,aug,371,4,-1,0,unknown,no
22533,59,admin.,married,secondary,no,1575,yes,no,cellular,22,aug,1241,11,-1,0,unknown,yes
22540,55,management,divorced,tertiary,no,1598,no,no,cellular,22,aug,607,4,-1,0,unknown,no
22542,57,technician,married,secondary,no,0,no,no,cellular,22,aug,527,6,-1,0,unknown,no
22552,45,technician,divorced,secondary,no,88,yes,no,cellular,22,aug,55,3,-1,0,unknown,no
22560,59,retired,married,primary,no,0,no,no,cellular,22,aug,460,1,-1,0,unknown,no
22562,41,technician,married,secondary,no,65,no,no,cellular,22,aug,157,1,-1,0,unknown,no
22573,47,services,married,tertiary,no,871,no,no,cellular,22,aug,602,9,-1,0,unknown,no
22574,37,technician,married,secondary,no,1725,no,no,cellular,22,aug,75,7,-1,0,unknown,no
22576,43,management,married,secondary,no,445,no,no,cellular,22,aug,108,18,-1,0,unknown,no
22579,30,self-employed,married,tertiary,no,-517,yes,yes,cellular,22,aug,123,2,-1,0,unknown,no
22590,59,admin.,married,secondary,no,6264,no,no,cellular,22,aug,353,16,-1,0,unknown,no
22595,46,housemaid,married,primary,no,304,no,no,cellular,22,aug,166,5,-1,0,unknown,no
22596,55,blue-collar,married,secondary,no,176,no,yes,cellular,22,aug,140,11,-1,0,unknown,no
22600,50,services,single,secondary,no,321,no,no,telephone,22,aug,90,11,-1,0,unknown,no
22602,53,services,married,secondary,no,1,no,no,cellular,22,aug,120,10,-1,0,unknown,no
22607,49,blue-collar,married,primary,no,397,no,no,cellular,22,aug,263,1,-1,0,unknown,no
22616,40,self-employed,married,secondary,no,2,no,no,cellular,22,aug,197,5,-1,0,unknown,no
22618,44,technician,married,secondary,no,56,no,no,cellular,22,aug,148,8,-1,0,unknown,no
22621,33,technician,single,secondary,no,635,no,no,cellular,22,aug,124,1,-1,0,unknown,no
22622,31,management,single,tertiary,no,34,no,no,cellular,22,aug,121,1,-1,0,unknown,no
22623,33,management,single,secondary,no,15,no,no,cellular,22,aug,199,1,-1,0,unknown,no
22625,57,housemaid,married,unknown,no,0,no,no,cellular,22,aug,173,1,-1,0,unknown,no
22627,41,housemaid,married,primary,no,46,no,no,cellular,22,aug,268,1,-1,0,unknown,no
22638,60,retired,married,unknown,no,963,no,no,cellular,22,aug,148,10,-1,0,unknown,no
22647,31,technician,single,secondary,no,4028,no,yes,cellular,25,aug,139,5,-1,0,unknown,no
22652,39,technician,divorced,secondary,no,115,no,no,cellular,25,aug,116,9,-1,0,unknown,no
22656,58,technician,married,tertiary,no,0,no,no,cellular,25,aug,540,4,-1,0,unknown,no
22659,52,services,married,secondary,no,381,no,yes,cellular,25,aug,288,12,-1,0,unknown,no
22665,50,management,divorced,tertiary,no,0,no,no,cellular,25,aug,57,3,-1,0,unknown,no
22666,59,blue-collar,married,primary,no,6271,yes,no,cellular,25,aug,102,5,-1,0,unknown,no
22673,35,technician,single,tertiary,no,275,yes,no,cellular,25,aug,63,5,-1,0,unknown,no
22681,33,technician,single,secondary,no,161,no,no,cellular,25,aug,66,9,-1,0,unknown,no
22686,37,management,married,tertiary,no,0,no,no,cellular,25,aug,112,4,-1,0,unknown,no
22688,40,technician,divorced,secondary,no,237,no,no,cellular,25,aug,87,5,-1,0,unknown,no
22690,37,management,married,tertiary,no,566,no,no,cellular,25,aug,463,4,-1,0,unknown,no
22694,49,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,no
22696,56,blue-collar,married,unknown,no,3197,no,no,cellular,25,aug,83,13,-1,0,unknown,no
22711,52,management,single,tertiary,no,597,no,no,cellular,25,aug,84,4,-1,0,unknown,no
22717,34,technician,married,secondary,no,545,yes,no,cellular,25,aug,96,4,-1,0,unknown,no
22723,47,technician,married,secondary,no,1990,yes,yes,cellular,25,aug,108,4,-1,0,unknown,no
22729,58,blue-collar,married,primary,no,0,no,no,telephone,25,aug,176,5,-1,0,unknown,no
22738,33,management,married,tertiary,no,584,yes,no,cellular,25,aug,508,5,-1,0,unknown,no
22745,35,management,divorced,tertiary,no,29,no,no,cellular,25,aug,157,4,-1,0,unknown,no
22748,30,management,married,tertiary,no,42,no,no,cellular,25,aug,115,6,-1,0,unknown,no
22758,58,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,606,6,-1,0,unknown,yes
22759,33,technician,married,secondary,no,430,no,no,cellular,25,aug,250,2,-1,0,unknown,no
22760,36,technician,married,secondary,no,0,no,no,cellular,25,aug,248,2,-1,0,unknown,no
22761,30,management,married,tertiary,no,604,no,no,cellular,25,aug,132,2,-1,0,unknown,no
22762,36,management,divorced,tertiary,no,2397,no,no,cellular,25,aug,93,9,-1,0,unknown,no
22770,41,management,married,tertiary,no,51,no,no,cellular,25,aug,140,8,-1,0,unknown,no
22772,39,technician,divorced,secondary,no,130,yes,no,cellular,25,aug,14,18,-1,0,unknown,no
22774,33,technician,single,tertiary,no,49,no,no,cellular,25,aug,476,3,-1,0,unknown,no
22779,52,unknown,married,secondary,no,142,no,no,cellular,25,aug,112,6,-1,0,unknown,no
22780,34,management,married,tertiary,no,169,no,no,cellular,25,aug,115,4,-1,0,unknown,no
22781,55,management,married,tertiary,no,740,no,no,cellular,25,aug,57,3,-1,0,unknown,no
22787,31,management,married,tertiary,no,2652,no,no,cellular,25,aug,9,9,-1,0,unknown,no
22790,59,retired,married,unknown,no,0,no,no,cellular,25,aug,213,4,-1,0,unknown,no
22791,30,technician,married,tertiary,no,3418,no,no,cellular,25,aug,211,7,-1,0,unknown,no
22802,43,technician,married,secondary,no,275,no,no,cellular,25,aug,69,6,-1,0,unknown,no
22814,34,management,married,secondary,no,15,no,no,cellular,25,aug,184,7,-1,0,unknown,no
22817,54,blue-collar,married,secondary,no,2255,no,no,cellular,25,aug,304,6,-1,0,unknown,no
22819,31,management,single,tertiary,no,0,no,no,cellular,25,aug,101,6,-1,0,unknown,no
22820,32,management,married,secondary,no,251,no,no,cellular,25,aug,272,6,-1,0,unknown,no
22839,32,technician,single,secondary,no,309,yes,yes,cellular,25,aug,99,3,-1,0,unknown,no
22850,40,technician,single,secondary,no,103,no,no,cellular,25,aug,106,7,-1,0,unknown,no
22858,30,management,single,tertiary,no,4213,no,no,cellular,25,aug,142,4,-1,0,unknown,no
22861,54,management,divorced,tertiary,no,3777,no,no,cellular,25,aug,56,2,-1,0,unknown,no
22868,31,technician,single,tertiary,no,244,no,no,cellular,25,aug,170,4,-1,0,unknown,no
22871,59,management,divorced,tertiary,no,6144,yes,no,cellular,25,aug,56,5,-1,0,unknown,no
22877,45,services,married,secondary,no,222,no,no,cellular,25,aug,119,11,-1,0,unknown,no
22882,30,management,single,tertiary,no,420,no,no,cellular,25,aug,618,3,-1,0,unknown,no
22887,52,management,married,tertiary,no,3163,no,no,cellular,25,aug,56,6,-1,0,unknown,no
22890,49,technician,married,secondary,no,5244,no,no,cellular,25,aug,60,4,-1,0,unknown,no
22894,49,admin.,married,secondary,no,272,no,yes,telephone,25,aug,146,18,-1,0,unknown,no
22899,43,management,single,tertiary,no,778,yes,no,cellular,25,aug,230,5,-1,0,unknown,no
22903,59,blue-collar,married,primary,no,0,no,no,cellular,25,aug,128,5,-1,0,unknown,no
22913,44,blue-collar,married,secondary,no,268,no,no,cellular,26,aug,127,5,-1,0,unknown,no
22916,42,management,married,tertiary,no,0,no,no,cellular,26,aug,179,16,-1,0,unknown,no
22928,61,management,married,tertiary,no,7935,no,no,cellular,26,aug,427,17,-1,0,unknown,no
22929,52,blue-collar,married,primary,no,1401,no,no,cellular,26,aug,77,8,-1,0,unknown,no
22932,47,admin.,married,secondary,no,175,yes,no,cellular,26,aug,102,7,-1,0,unknown,no
22933,33,technician,single,secondary,no,0,no,no,cellular,26,aug,73,4,-1,0,unknown,no
22936,32,technician,single,secondary,no,39,no,no,cellular,26,aug,175,11,-1,0,unknown,no
22946,53,blue-collar,married,primary,no,18,no,no,cellular,26,aug,55,4,-1,0,unknown,no
22951,48,management,married,tertiary,no,0,no,no,cellular,26,aug,60,5,-1,0,unknown,no
22952,30,technician,single,tertiary,no,10,no,no,cellular,26,aug,276,8,-1,0,unknown,no
22960,53,technician,married,secondary,no,206,no,no,cellular,26,aug,87,6,-1,0,unknown,no
22971,57,technician,married,tertiary,no,31,no,yes,cellular,26,aug,395,2,-1,0,unknown,no
22980,47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,185,4,-1,0,unknown,no
22981,35,technician,single,tertiary,no,7838,no,no,cellular,26,aug,17,23,-1,0,unknown,no
22995,32,technician,single,secondary,no,0,no,no,cellular,26,aug,181,2,-1,0,unknown,no
22997,43,management,divorced,tertiary,no,-166,yes,yes,cellular,26,aug,176,2,-1,0,unknown,no
23001,30,management,single,secondary,no,19,no,no,cellular,26,aug,191,2,-1,0,unknown,no
23002,59,management,divorced,tertiary,no,3096,no,no,cellular,26,aug,18,17,-1,0,unknown,no
23008,55,blue-collar,married,secondary,no,630,no,no,cellular,26,aug,146,2,-1,0,unknown,no
23015,45,blue-collar,married,primary,no,512,no,no,cellular,26,aug,123,2,-1,0,unknown,no
23022,54,admin.,married,tertiary,no,19,no,no,cellular,26,aug,131,2,-1,0,unknown,no
23025,40,management,single,tertiary,no,0,yes,no,cellular,26,aug,24,16,-1,0,unknown,no
23031,42,management,married,tertiary,no,154,no,no,cellular,26,aug,183,10,-1,0,unknown,no
23057,47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,71,4,-1,0,unknown,no
23058,49,management,married,tertiary,no,108,no,no,cellular,26,aug,210,6,-1,0,unknown,no
23061,47,blue-collar,married,secondary,no,581,yes,no,cellular,26,aug,79,6,-1,0,unknown,no
23080,50,blue-collar,married,primary,no,1617,no,no,cellular,26,aug,55,4,-1,0,unknown,no
23084,32,management,single,tertiary,yes,5,yes,no,cellular,26,aug,520,4,-1,0,unknown,no
23085,41,management,single,tertiary,no,236,no,no,cellular,26,aug,72,4,-1,0,unknown,no
23086,52,self-employed,divorced,secondary,no,385,no,yes,cellular,26,aug,96,4,-1,0,unknown,no
23091,35,management,married,tertiary,no,71,no,yes,cellular,26,aug,78,4,-1,0,unknown,no
23092,37,management,married,tertiary,no,725,no,no,cellular,26,aug,162,13,-1,0,unknown,no
23096,50,blue-collar,married,primary,no,370,yes,no,telephone,26,aug,39,6,-1,0,unknown,no
23099,33,technician,married,secondary,no,362,no,yes,cellular,26,aug,160,6,-1,0,unknown,no
23114,36,management,married,tertiary,no,23,no,no,cellular,26,aug,133,11,-1,0,unknown,no
23115,32,management,married,secondary,no,0,no,no,cellular,26,aug,277,3,-1,0,unknown,no
23116,34,technician,single,secondary,no,1974,no,no,cellular,26,aug,603,3,-1,0,unknown,no
23117,30,technician,single,tertiary,no,1271,yes,no,cellular,26,aug,303,5,-1,0,unknown,no
23119,31,admin.,married,secondary,no,734,no,no,cellular,26,aug,195,9,-1,0,unknown,no
23136,56,admin.,married,secondary,no,370,no,no,cellular,26,aug,128,12,-1,0,unknown,no
23137,59,self-employed,married,primary,no,745,no,no,cellular,26,aug,168,9,-1,0,unknown,no
23148,40,management,single,tertiary,no,0,no,no,cellular,26,aug,58,7,-1,0,unknown,no
23149,36,unemployed,married,tertiary,no,154,no,no,cellular,26,aug,556,7,-1,0,unknown,yes
23151,36,management,married,secondary,no,699,no,no,cellular,26,aug,20,8,-1,0,unknown,no
23153,38,technician,married,tertiary,no,-363,no,no,cellular,26,aug,101,2,-1,0,unknown,no
23155,32,management,divorced,tertiary,no,387,no,no,cellular,26,aug,99,4,-1,0,unknown,no
23158,31,unknown,married,tertiary,no,526,no,no,cellular,26,aug,130,13,-1,0,unknown,no
23163,39,management,divorced,tertiary,no,373,no,no,cellular,26,aug,148,4,-1,0,unknown,no
23165,32,technician,married,secondary,no,485,no,no,cellular,26,aug,98,14,-1,0,unknown,no
23173,34,self-employed,single,secondary,no,296,no,no,cellular,27,aug,609,13,-1,0,unknown,yes
23178,38,technician,single,tertiary,no,187,no,no,cellular,27,aug,87,7,-1,0,unknown,no
23179,50,self-employed,married,tertiary,no,1503,no,no,cellular,27,aug,128,12,-1,0,unknown,no
23186,45,technician,divorced,tertiary,no,917,no,no,cellular,27,aug,144,8,-1,0,unknown,no
23188,51,services,married,unknown,no,3413,no,no,cellular,27,aug,146,7,-1,0,unknown,no
23192,58,admin.,married,secondary,no,0,no,no,cellular,27,aug,503,13,-1,0,unknown,no
23196,52,management,married,tertiary,no,1158,no,no,cellular,27,aug,57,4,-1,0,unknown,no
23199,37,technician,married,tertiary,no,143,no,no,cellular,27,aug,57,6,-1,0,unknown,no
23202,32,management,single,tertiary,no,1836,no,no,cellular,27,aug,96,9,-1,0,unknown,no
23203,49,blue-collar,married,secondary,no,-417,no,no,cellular,27,aug,13,20,-1,0,unknown,no
23204,59,retired,married,secondary,no,2396,no,no,cellular,27,aug,1040,6,-1,0,unknown,yes
23206,41,management,married,tertiary,no,6563,no,no,cellular,27,aug,136,8,-1,0,unknown,no
23211,40,technician,married,secondary,no,336,no,no,cellular,27,aug,156,6,-1,0,unknown,no
23219,59,housemaid,married,primary,no,0,no,no,cellular,27,aug,76,11,-1,0,unknown,no
23220,44,management,married,tertiary,no,-84,yes,no,cellular,27,aug,159,6,-1,0,unknown,no
23221,35,technician,single,secondary,no,344,no,no,cellular,27,aug,519,16,-1,0,unknown,yes
23229,31,technician,married,tertiary,no,313,yes,no,cellular,27,aug,114,2,-1,0,unknown,no
23231,33,management,single,tertiary,no,7084,no,no,cellular,27,aug,512,8,-1,0,unknown,yes
23235,36,technician,married,secondary,no,30,no,no,cellular,27,aug,111,2,-1,0,unknown,no
23238,38,management,married,tertiary,no,3228,no,no,cellular,27,aug,123,8,-1,0,unknown,no
23255,32,management,married,tertiary,no,0,no,no,cellular,27,aug,164,2,-1,0,unknown,no
23257,51,blue-collar,married,secondary,no,16,yes,yes,telephone,27,aug,145,2,-1,0,unknown,no
23266,47,services,married,primary,no,6,no,no,cellular,27,aug,63,4,-1,0,unknown,no
23268,33,technician,single,secondary,yes,-173,no,no,cellular,27,aug,342,4,-1,0,unknown,no
23272,38,technician,divorced,secondary,no,-453,no,yes,cellular,27,aug,15,9,-1,0,unknown,no
23273,56,blue-collar,married,secondary,no,605,no,yes,cellular,27,aug,157,6,-1,0,unknown,no
23285,42,technician,married,secondary,no,314,no,no,cellular,27,aug,11,22,-1,0,unknown,no
23291,31,management,married,tertiary,no,607,no,no,cellular,27,aug,200,5,-1,0,unknown,no
23295,52,technician,married,secondary,no,470,no,no,cellular,27,aug,60,8,-1,0,unknown,no
23301,49,management,married,tertiary,no,2809,yes,no,cellular,27,aug,152,9,-1,0,unknown,no
23304,34,technician,married,secondary,no,1057,no,yes,cellular,27,aug,176,10,-1,0,unknown,no
23310,32,admin.,married,tertiary,no,157,no,no,cellular,27,aug,300,4,-1,0,unknown,no
23317,35,technician,married,secondary,no,198,no,no,cellular,27,aug,282,13,-1,0,unknown,no
23323,33,technician,married,tertiary,no,48,no,no,cellular,27,aug,34,14,-1,0,unknown,no
23351,48,blue-collar,married,primary,no,2321,no,no,cellular,27,aug,218,7,-1,0,unknown,no
23354,39,management,single,tertiary,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,no
23358,58,services,married,secondary,no,1905,no,no,cellular,27,aug,202,5,-1,0,unknown,no
23362,56,services,married,secondary,no,83,no,no,cellular,27,aug,26,11,-1,0,unknown,no
23367,32,technician,single,secondary,no,5118,yes,no,cellular,27,aug,263,12,-1,0,unknown,no
23373,54,management,divorced,tertiary,no,124,no,no,cellular,27,aug,119,11,-1,0,unknown,no
23381,55,management,married,tertiary,no,1713,no,no,cellular,27,aug,88,5,-1,0,unknown,no
23391,35,management,married,tertiary,no,753,no,no,cellular,27,aug,111,9,-1,0,unknown,no
23393,53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no
23396,32,technician,single,tertiary,no,930,no,no,cellular,27,aug,85,7,-1,0,unknown,no
23400,32,admin.,single,tertiary,no,725,no,no,cellular,27,aug,53,4,-1,0,unknown,no
23407,40,management,married,secondary,yes,-1545,no,no,cellular,27,aug,70,13,-1,0,unknown,no
23417,50,housemaid,married,primary,no,238,no,no,cellular,27,aug,968,5,-1,0,unknown,no
23419,52,admin.,married,secondary,no,190,no,no,cellular,27,aug,276,3,-1,0,unknown,no
23424,47,management,married,tertiary,no,-315,yes,yes,cellular,27,aug,112,9,-1,0,unknown,no
23426,54,blue-collar,married,secondary,no,-102,yes,no,cellular,27,aug,164,7,-1,0,unknown,no
23429,32,self-employed,married,tertiary,no,518,no,no,cellular,27,aug,462,5,-1,0,unknown,no
23430,38,unemployed,single,secondary,no,0,no,no,cellular,27,aug,44,3,-1,0,unknown,no
23443,33,management,single,tertiary,no,5943,no,no,cellular,28,aug,81,8,-1,0,unknown,no
23445,32,management,single,tertiary,no,2629,no,no,cellular,28,aug,77,4,-1,0,unknown,no
23453,30,technician,single,secondary,no,0,no,no,cellular,28,aug,102,10,-1,0,unknown,no
23459,58,retired,married,secondary,yes,-146,no,yes,cellular,28,aug,192,8,-1,0,unknown,no
23465,58,management,married,tertiary,no,0,no,no,cellular,28,aug,67,19,-1,0,unknown,no
23467,34,management,married,tertiary,no,630,no,no,cellular,28,aug,54,8,-1,0,unknown,no
23471,34,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730,11,-1,0,unknown,yes
23474,55,technician,married,secondary,no,3207,no,no,cellular,28,aug,85,12,-1,0,unknown,no
23497,32,management,single,tertiary,no,36,no,no,cellular,28,aug,108,7,-1,0,unknown,no
23500,30,technician,single,tertiary,no,0,no,no,cellular,28,aug,262,6,-1,0,unknown,no
23501,56,retired,married,primary,no,556,yes,no,cellular,28,aug,102,4,-1,0,unknown,no
23504,41,management,married,tertiary,no,1559,no,no,cellular,28,aug,74,7,-1,0,unknown,no
23511,37,management,married,tertiary,no,839,no,yes,cellular,28,aug,87,11,-1,0,unknown,no
23512,33,technician,single,tertiary,no,0,no,no,cellular,28,aug,56,2,-1,0,unknown,no
23514,52,management,married,tertiary,no,-542,no,no,cellular,28,aug,80,2,-1,0,unknown,no
23521,42,management,married,secondary,no,-105,yes,no,cellular,28,aug,60,2,-1,0,unknown,no
23529,57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown,no
23547,32,management,married,tertiary,no,0,no,no,cellular,28,aug,15,13,-1,0,unknown,no
23551,50,services,married,secondary,no,1545,no,no,cellular,28,aug,56,8,-1,0,unknown,no
23557,44,technician,divorced,secondary,no,2179,no,no,cellular,28,aug,180,10,-1,0,unknown,no
23560,55,retired,married,secondary,no,185,no,no,cellular,28,aug,26,4,-1,0,unknown,no
23564,53,management,married,tertiary,no,761,no,yes,cellular,28,aug,85,6,-1,0,unknown,no
23569,42,management,single,tertiary,no,759,no,yes,cellular,28,aug,105,6,-1,0,unknown,no
23572,37,management,married,tertiary,no,6743,no,no,cellular,28,aug,13,13,-1,0,unknown,no
23589,55,admin.,married,secondary,no,0,no,no,cellular,28,aug,16,28,-1,0,unknown,no
23593,44,self-employed,married,tertiary,no,134,no,no,cellular,28,aug,86,4,-1,0,unknown,no
23594,53,blue-collar,married,primary,no,5603,no,no,cellular,28,aug,2372,6,-1,0,unknown,yes
23599,33,management,married,tertiary,no,6174,no,no,cellular,28,aug,19,14,-1,0,unknown,no
23605,42,services,married,secondary,no,59,no,no,cellular,28,aug,144,13,-1,0,unknown,no
23614,54,management,divorced,tertiary,no,0,no,no,cellular,28,aug,276,6,-1,0,unknown,no
23617,55,services,married,secondary,no,879,no,no,cellular,28,aug,183,8,-1,0,unknown,no
23618,37,technician,married,secondary,no,729,no,no,cellular,28,aug,156,8,-1,0,unknown,no
23620,58,housemaid,married,primary,no,7881,no,no,cellular,28,aug,507,8,-1,0,unknown,no
23624,49,services,married,secondary,no,2420,yes,no,telephone,28,aug,19,13,-1,0,unknown,no
23626,38,management,married,tertiary,no,173,no,no,cellular,28,aug,32,8,-1,0,unknown,no
23628,33,technician,single,secondary,no,111,no,no,cellular,28,aug,7,23,-1,0,unknown,no
